date,vaccinated_0,vaccinated_NA,vaccinated_0.5,vaccinated_1
2021-08-26,0.5762514551804424,0.12945285215366706,0.040162980209545986,0.2541327124563446
2021-09-02,0.5924209207641716,0.12301910429063577,0.03250861259004072,0.2520513623551519
2021-09-09,0.5862790523877139,0.12263657424706674,0.030042597713175398,0.26104177565204395
2021-09-16,0.5571182053494391,0.1182053494391717,0.026488352027610008,0.29818809318377915
2021-09-23,0.5375961617999835,0.10662585821821491,0.023988750103399785,0.33178922987840187
2021-09-30,0.5005633168093736,0.1157616043262731,0.023546642631816134,0.36012843623253715
2021-10-07,0.46798010564059067,0.12950611096117515,0.025292053822724293,0.37722172957550987
2021-10-14,0.42821268417680974,0.1395771941063421,0.0300832799487508,0.4021268417680974
2021-10-21,0.3922821173745751,0.14638200904030782,0.02684074862714334,0.43449512495797377
2021-10-28,0.3987406938064312,0.1447806114367179,0.022638470880194307,0.43384022387665666
2021-11-04,0.3412743773597977,0.2579064047940698,0.016055284214901797,0.38476393363123074
2021-11-11,0.34047736267670925,0.3266794969341628,0.012909124621965333,0.3199340157671626
2021-11-18,0.34571769425398863,0.33212286474652264,0.013024554595629203,0.3091348864038595
2021-11-25,0.3412995718792249,0.3254140378548896,0.014146293375394322,0.3191400968904912
2021-12-02,0.39010912387128266,0.22766969982219434,0.015409824634801101,0.3668113516717219
2021-12-09,0.39838438520993474,0.1548579464351798,0.017118326865939924,0.4296393414889455
2021-12-16,0.3273355995780096,0.17332082991442974,0.02427616926503341,0.4750674012425273
2021-12-23,0.2191218787710016,0.305458089668616,0.02736470806646245,0.44805532349391997
2021-12-30,0.13048309486164072,0.5651020378193424,0.023775374840298208,0.28063949247871867
2022-01-06,0.13347123600308064,0.6527957548558272,0.016838641779670243,0.19689436736142193
2022-01-13,0.10374336487422109,0.8126055850450035,0.006402030925455804,0.07724901915531963
2022-01-20,0.06471938415584684,0.8794396286214741,0.004083030217520725,0.051757957005158416
2022-01-27,0.05690026470456279,0.8858245258711857,0.004001012671208732,0.05327419675304282
2022-02-03,0.06269450651896738,0.8608209766406116,0.005589644859739868,0.07089487198068106
2022-02-10,0.0771977876944385,0.7558420828714012,0.011226115391423434,0.15573401404273687
2022-02-17,0.0533559257433331,0.7856275815211763,0.009209583269464203,0.15180690946602646
2022-02-24,0.0182976718815858,0.9136687080058513,0.0032479607269481564,0.06478565938561476
